ID,Question,Answer,Tags,Department
934,How are students selected for admission at Sukkur IBA?,"Students are selected through two routes at Sukkur IBA: direct appearance in the aptitude test (written test followed by group discussion and interview), or through the Foundation Semester (Regular/THP) where students who maintain a CGPA of 2.2 qualify for degree programs. All admissions are purely merit-based with no quotas or targets for any specific background.","Admission Process, Merit, Aptitude Test, Group Discussion, Interview, Foundation Semester",Admissions
935,What is the group discussion component in the Sukkur IBA admission process?,"After qualifying the written test, candidates at Sukkur IBA undergo a group discussion evaluation that assesses their communication skills, confidence, maturity, and leadership qualities. This analytical evaluation is part of the overall admission criteria alongside academic background, test performance, and interview results.","Group Discussion, Admission, Communication Skills, Leadership, Confidence",Admissions
936,Does Sukkur IBA accept students with A-Level or international qualifications?,"Yes, Sukkur IBA accepts students with A-Levels (at least an average 'C' grade in three principal subjects), American High School Diploma (minimum 60%), and International Baccalaureate (at least 28 points out of 45) as alternatives to FSc/Intermediate. Equivalence certificates must be provided from recognized Pakistani boards for all non-Pakistani qualifications.","A-Level, International Baccalaureate, American High School, Equivalence, Admission",Admissions
937,Can professional degree holders apply to Sukkur IBA?,"Yes, Sukkur IBA accepts applications from holders of professional degrees such as BE, MBBS, CPA, and similar qualifications on merit basis. These applicants are evaluated alongside other candidates according to the standard admission criteria of academic record, test performance, and interview results.","Professional Degrees, BE, MBBS, CPA, Admission, Merit",Admissions
938,What happens if a provisionally admitted student's final results do not meet Sukkur IBA requirements?,"If a provisionally admitted student's final examination results do not meet the minimum requirements for Sukkur IBA, their provisional admission is automatically cancelled and they have no further claim to admission. The fees already deposited are refunded following the prescribed refund procedure. This applies to both undergraduate and graduate provisional admissions.","Provisional Admission, Cancelled, Refund, Final Results, Policy",Admissions
939,What is the minimum percentage required for admission to engineering programs at Sukkur IBA?,"For all BE programs (Electrical Engineering, Computer Systems Engineering, and Energy Systems Engineering) at Sukkur IBA, candidates must have Intermediate/FSc in the Pre-Engineering group with a minimum of 60% marks in annual examination with no supplementary and no subject condonation by the board. This is higher than the 50% minimum required for BBA, BS, and B.Ed programs.","Engineering Admission, BE, 60%, Pre-Engineering, FSc, Eligibility",Admissions / Faculty of Engineering
940,Are there summer programs available at Sukkur IBA?,"Yes, Sukkur IBA offers comprehensive summer programs in multiple fields including Accounting, Management, Finance, Marketing, HRM, Economics, English and Communication, Computer Science, Mathematics and Statistics, and Electrical Engineering. The program develops soft skills like networking and leadership, prepares students for interviews, and uses interactive teaching methods. It also provides guidance on applying to top universities like Oxford and Cambridge.","Summer Program, Short Courses, Soft Skills, Oxford, Cambridge, Multiple Fields",Academic Affairs / CDC
941,What percentage of grades is based on mid-semester work vs final examination?,"At Sukkur IBA, 60% of the final course grade is based on mid-semester work (which includes two term exams, quizzes, assignments, and class participation), while 40% is based on the semester's final examination. Additionally, students must score at least 50% in the final examination to pass the course regardless of their mid-semester performance.","Grading, 60/40, Mid-Semester, Final Exam, Evaluation",Academic Affairs
942,What is the probation policy for students with low CGPA at Sukkur IBA?,"A student whose CGPA falls between 2.0 and 2.2 is placed on academic probation for one semester. During this probationary period, they must improve their CGPA to at least 2.2. If improvement is shown but not sufficient, probation may be extended for another semester. If the student still fails to reach 2.2 CGPA after the extended probation, they are dropped from the institute's rolls.","Probation, CGPA 2.0, CGPA 2.2, Academic Standing, Dropped",Academic Affairs
943,How many absences are allowed per course at Sukkur IBA?,"Students are allowed a maximum of 6 absences per course in a regular semester. If absences reach 7-8 (even for genuine reasons), students are allowed to withdraw with a 'W' grade. If absences exceed 9, the student receives an 'F' grade regardless of reason. In summer sessions, only 3 absences are permitted. Late arrivals are marked absent even if late by one minute.","Absences, 6 Absences, Withdrawal, F Grade, Attendance Policy",Academic Affairs
944,What is Sukkur IBA's policy on academic cheating?,Sukkur IBA maintains a strict zero-tolerance policy on academic cheating and impropriety. Any student found cheating or using unfair means in an examination is immediately expelled from Sukkur IBA and declared permanently ineligible for readmission. This reflects the institution's strong commitment to academic integrity and ethical values.,"Cheating, Zero Tolerance, Expulsion, Academic Integrity, Examination",Academic Affairs
945,How many courses can a student take per semester at Sukkur IBA?,"The standard course load at Sukkur IBA is 4 to 6 courses per semester. Students cannot take additional courses in any semester except in their final semester, where they may take up to 7 courses to complete degree requirements. In summer sessions, students not on internship may clear up to 2 course deficiencies.","Course Load, 4-6 Courses, Semester, Final Semester, 7 Courses",Academic Affairs
946,How can a student improve their grades at Sukkur IBA?,"Students at Sukkur IBA can repeat courses to improve their grades. The higher of the two grades is used in CGPA calculation with no averaging. The improved grade appears on the transcript, but if the repeated attempt yields a lower grade, the original grade stands. Students repeating courses are not eligible for Gold Medal or Dean's List. An additional course fee is charged for repetitions.","Grade Improvement, Repeat Course, CGPA, Gold Medal, Dean's List",Academic Affairs
